Country Code,Short Name,Region,year,GDPPerCapita,GDPperCapitaPPP,Homicide,HomicideFemale,HomicideFemale,Population
LBY,Libya,Middle East & North Africa,1996,,,,,,"5,035,884"
LCA,St. Lucia,Latin America & Caribbean,1996,"7,022","10,337",,,,"149,004"
LIE,Liechtenstein,Europe & Central Asia,1996,,,0,,,"31,325"
LKA,Sri Lanka,South Asia,1996,"1,515","4,600",,,,"18,372,120"
LSO,Lesotho,Sub-Saharan Africa,1996,829,"1,695",,,,"1,787,273"
LTU,Lithuania,Europe & Central Asia,1996,"5,639","9,914",11,,,"3,601,613"
LUX,Luxembourg,Europe & Central Asia,1996,"74,790","65,369",1,,,"414,225"
LVA,Latvia,Europe & Central Asia,1996,"5,321","8,575",11,,,"2,457,222"
MAC,"Macao SAR, China",East Asia & Pacific,1996,"24,928","46,732",,,,"393,567"
MAF,St. Martin (French part),Latin America & Caribbean,1996,,,,,,"32,102"
MAR,Morocco,Middle East & North Africa,1996,"1,908","4,337",,,,"27,460,603"
MCO,Monaco,Europe & Central Asia,1996,"126,765",,,,,"30,967"
MDA,Moldova,Europe & Central Asia,1996,"1,025","2,457",9,,,"3,667,748"
MDG,Madagascar,Sub-Saharan Africa,1996,413,"1,386",,,,"13,902,688"
MDV,Maldives,South Asia,1996,"4,862","8,221",,,,"259,327"
MEX,Mexico,Latin America & Caribbean,1996,"7,894","13,759",15,,,"95,687,452"
MHL,Marshall Islands,East Asia & Pacific,1996,"2,827","3,126",,,,"51,401"
MKD,North Macedonia,Europe & Central Asia,1996,"3,084","7,708",,,,"1,989,443"
MLI,Mali,Sub-Saharan Africa,1996,517,"1,366",,,,"9,856,810"
MLT,Malta,Middle East & North Africa,1996,"15,193","20,432",,,,"379,905"
MMR,Myanmar,East Asia & Pacific,1996,259,974,,,,"43,793,310"
MNE,Montenegro,Europe & Central Asia,1996,,,,,,"611,003"
MNG,Mongolia,East Asia & Pacific,1996,"1,480","4,304",,,,"2,316,567"
MNP,Northern Mariana Islands,East Asia & Pacific,1996,,,,,,"59,364"
MOZ,Mozambique,Sub-Saharan Africa,1996,210,459,,,,"16,248,232"
MRT,Mauritania,Sub-Saharan Africa,1996,"1,065","2,940",,,,"2,397,245"
MUS,Mauritius,Sub-Saharan Africa,1996,"4,640","9,244",3,,,"1,133,996"
MWI,Malawi,Sub-Saharan Africa,1996,384,863,,,,"10,109,789"
MYS,Malaysia,East Asia & Pacific,1996,"6,730","15,658",2,,,"21,023,321"
NAM,Namibia,Sub-Saharan Africa,1996,"3,664","5,971",21,,,"1,706,489"
NCL,New Caledonia,East Asia & Pacific,1996,,,,,,"197,564"
NER,Niger,Sub-Saharan Africa,1996,335,783,,,,"9,819,964"
NGA,Nigeria,Sub-Saharan Africa,1996,"1,370","3,039",,,,"110,732,904"
NIC,Nicaragua,Latin America & Caribbean,1996,"1,162","3,066",14,,,"4,700,779"
NLD,Netherlands,Europe & Central Asia,1996,"39,626","35,856",1,,,"15,530,498"
NOR,Norway,Europe & Central Asia,1996,"73,626","52,303",1,,,"4,381,336"
NPL,Nepal,South Asia,1996,415,"1,391",,,,"21,903,379"
NRU,Nauru,East Asia & Pacific,1996,,,,,,"10,029"
NZL,New Zealand,East Asia & Pacific,1996,"26,735","25,487",1,,,"3,732,000"
OMN,Oman,Middle East & North Africa,1996,"16,549","38,912",,,,"2,236,666"
PAK,Pakistan,South Asia,1996,834,"3,434",7,,,"125,938,339"
PAN,Panama,Latin America & Caribbean,1996,"4,881","9,439",9,,,"2,796,344"
PER,Peru,Latin America & Caribbean,1996,"3,176","6,295",,,,"24,441,074"
PHL,Philippines,East Asia & Pacific,1996,"1,559","4,097",,,,"71,446,107"
PLW,Palau,East Asia & Pacific,1996,,,,,,"17,691"
PNG,Papua New Guinea,East Asia & Pacific,1996,"2,083","3,316",,,,"5,022,437"
POL,Poland,Europe & Central Asia,1996,"6,930","11,976",2,,,"38,624,370"
PRI,Puerto Rico,Latin America & Caribbean,1996,"20,520","26,332",23,,,"3,724,655"
PRK,Dem. People's Rep. Korea,East Asia & Pacific,1996,,,,,,"22,113,548"
PRT,Portugal,Europe & Central Asia,1996,"18,643","22,530",1,,,"10,063,945"
PRY,Paraguay,Latin America & Caribbean,1996,"3,882","8,682",,,,"4,870,694"
PSE,West Bank and Gaza,Middle East & North Africa,1996,"1,879","2,862",4,,,"2,587,997"
PYF,French Polynesia,East Asia & Pacific,1996,,,,,,"219,283"
QAT,Qatar,Middle East & North Africa,1996,,,,,,"522,304"
ROU,Romania,Europe & Central Asia,1996,"5,113","10,879",3,,,"22,619,004"
RUS,Russia,Europe & Central Asia,1996,"5,715","12,370",,,,"148,160,042"
RWA,Rwanda,Sub-Saharan Africa,1996,307,744,,,,"6,115,168"
SAU,Saudi Arabia,Middle East & North Africa,1996,"18,745","44,207",,,,"19,131,578"
SDN,Sudan,Sub-Saharan Africa,1996,886,"2,021",,,,"24,786,190"
SEN,Senegal,Sub-Saharan Africa,1996,"1,015","2,202",,,,"8,974,077"
SGP,Singapore,East Asia & Pacific,1996,"29,951","46,381",1,,,"3,670,704"
SLB,Solomon Islands,East Asia & Pacific,1996,"1,635","2,370",,,,"369,469"
SLE,Sierra Leone,Sub-Saharan Africa,1996,323,971,,,,"4,282,350"
SLV,El Salvador,Latin America & Caribbean,1996,"2,541","5,350",117,,,"5,671,925"
SMR,San Marino,Europe & Central Asia,1996,,,,,,"26,209"
SOM,Somalia,Sub-Saharan Africa,1996,,,,,,"7,892,389"
SRB,Serbia,Europe & Central Asia,1996,"3,233","7,580",,,,"7,617,794"
SSD,South Sudan,Sub-Saharan Africa,1996,,,,,,"5,591,114"
STP,São Tomé and Principe,Sub-Saharan Africa,1996,,,,,,"128,821"
SUR,Suriname,Latin America & Caribbean,1996,"5,505","9,422",,,,"450,036"
SVK,Slovak Republic,Europe & Central Asia,1996,"9,267","14,045",2,,,"5,373,361"
SVN,Slovenia,Europe & Central Asia,1996,"15,602","19,091",2,,,"1,988,628"
SWE,Sweden,Europe & Central Asia,1996,"38,198","31,498",1,,,"8,840,998"
SWZ,Eswatini,Sub-Saharan Africa,1996,"2,881","5,697",,,,"981,764"
SXM,Sint Maarten (Dutch part),Latin America & Caribbean,1996,,,,,,
SYC,Seychelles,Sub-Saharan Africa,1996,"8,281","15,609",,,,"76,417"
SYR,Syrian Arab Republic,Middle East & North Africa,1996,,,,,,"14,755,286"
TCA,Turks and Caicos Islands,Latin America & Caribbean,1996,,,,,,"15,966"
TCD,Chad,Sub-Saharan Africa,1996,479,"1,029",,,,"7,241,134"
TGO,Togo,Sub-Saharan Africa,1996,523,"1,217",,,,"4,398,238"
THA,Thailand,East Asia & Pacific,1996,"3,689","9,803",7,,,"60,151,472"
TJK,Tajikistan,Europe & Central Asia,1996,367,"1,047",8,,,"5,849,540"
TKM,Turkmenistan,Europe & Central Asia,1996,"2,151","4,818",8,,,"4,287,344"
TLS,Timor-Leste,East Asia & Pacific,1996,,,,,,"875,916"
TON,Tonga,East Asia & Pacific,1996,"3,027","4,252",,,,"96,369"
TTO,Trinidad and Tobago,Latin America & Caribbean,1996,"7,340","13,753",,,,"1,258,364"
TUN,Tunisia,Middle East & North Africa,1996,"2,566","6,469",,,,"9,256,037"
TUR,Turkey,Europe & Central Asia,1996,"7,731","13,010",,,,"59,423,208"
TUV,Tuvalu,East Asia & Pacific,1996,"2,530","2,501",,,,"9,256"
TZA,Tanzania,Sub-Saharan Africa,1996,482,"1,445",,,,"30,811,854"
UGA,Uganda,Sub-Saharan Africa,1996,380,969,,,,"21,202,118"
UKR,Ukraine,Europe & Central Asia,1996,"1,741","4,594",10,,,"51,057,189"
URY,Uruguay,Latin America & Caribbean,1996,"8,433","12,066",,,,"3,248,035"
USA,United States,North America,1996,"39,682","40,510",7,,,"269,394,000"
UZB,Uzbekistan,Europe & Central Asia,1996,727,"2,237",5,,,"23,225,000"
VCT,St. Vincent and the Grenadines,Latin America & Caribbean,1996,"4,215","6,706",22,,,"108,075"
VEN,Venezuela,Latin America & Caribbean,1996,"12,265","14,982",22,,,"22,650,102"
VGB,British Virgin Islands,Latin America & Caribbean,1996,,,11,,,"18,833"
VIR,Virgin Islands,Latin America & Caribbean,1996,,,,,,"108,095"
VNM,Vietnam,East Asia & Pacific,1996,626,"2,105",,,,"76,372,719"
VUT,Vanuatu,East Asia & Pacific,1996,"2,631","2,615",,,,"171,801"
WSM,Samoa,East Asia & Pacific,1996,"2,510","3,924",,,,"171,283"
XKX,Kosovo,Europe & Central Asia,1996,,,,,,"2,059,000"
YEM,Yemen,Middle East & North Africa,1996,"1,042","3,564",,,,"15,889,449"
ZAF,South Africa,Sub-Saharan Africa,1996,"5,657","9,242",60,,,"42,898,520"
ZMB,Zambia,Sub-Saharan Africa,1996,936,"2,097",,,,"9,394,304"
ZWE,Zimbabwe,Sub-Saharan Africa,1996,"1,472","2,992",,,,"11,518,262"
ABW,Aruba,Latin America & Caribbean,1997,"27,191","39,824",,,,"85,451"
AFG,Afghanistan,South Asia,1997,,,,,,"18,381,605"
AGO,Angola,Sub-Saharan Africa,1997,"2,164","3,836",,,,"15,088,981"
ALB,Albania,Europe & Central Asia,1997,"1,676","4,064",50,,,"3,148,281"
AND,Andorra,Europe & Central Asia,1997,"37,293",,,,,"64,327"
ARE,United Arab Emirates,Middle East & North Africa,1997,"64,176","104,829",,,,"2,700,010"
ARG,Argentina,Latin America & Caribbean,1997,"8,501","15,479",9,,,"35,833,969"
ARM,Armenia,Europe & Central Asia,1997,"1,172","2,441",3,,,"3,133,086"
ASM,American Samoa,East Asia & Pacific,1997,,,,,,"54,941"
ATG,Antigua and Barbuda,Latin America & Caribbean,1997,"11,117","17,544",,,,"77,739"
AUS,Australia,East Asia & Pacific,1997,"40,152","32,055",2,,,"18,517,000"
AUT,Austria,Europe & Central Asia,1997,"38,085","35,222",1,,,"7,968,041"
AZE,Azerbaijan,Europe & Central Asia,1997,"1,278","3,488",,,,"7,838,250"
BDI,Burundi,Sub-Saharan Africa,1997,233,729,,,,"6,112,097"
BEL,Belgium,Europe & Central Asia,1997,"36,956","34,212",,,,"10,181,245"
BEN,Benin,Sub-Saharan Africa,1997,655,"1,571",,,,"6,281,639"
BFA,Burkina Faso,Sub-Saharan Africa,1997,403,997,,,,"10,665,546"
BGD,Bangladesh,South Asia,1997,467,"1,505",,,,"123,854,640"
BGR,Bulgaria,Europe & Central Asia,1997,"3,810","8,508",5,,,"8,312,068"
BHR,Bahrain,Middle East & North Africa,1997,"22,282","43,624",,,,"594,930"
BHS,The Bahamas,Latin America & Caribbean,1997,"28,061","29,307",,,,"286,970"
BIH,Bosnia and Herzegovina,Europe & Central Asia,1997,"2,255","4,750",,,,"3,752,431"
BLR,Belarus,Europe & Central Asia,1997,"2,395","6,300",10,,,"10,117,000"
BLZ,Belize,Latin America & Caribbean,1997,"3,358","6,085",,,,"221,606"
BMU,Bermuda,North America,1997,"69,624","44,514",3,,,"60,497"
BOL,Bolivia,Latin America & Caribbean,1997,"1,584","4,324",,,,"7,870,855"
BRA,Brazil,Latin America & Caribbean,1997,"8,727","11,305",,,,"167,545,164"
BRB,Barbados,Latin America & Caribbean,1997,"14,206","14,400",,,,"266,945"
BRN,Brunei,East Asia & Pacific,1997,"36,400","83,138",,,,"312,038"
BTN,Bhutan,South Asia,1997,"1,065","3,138",,,,"528,754"
BWA,Botswana,Sub-Saharan Africa,1997,"4,655","9,574",,,,"1,637,635"
CAF,Central African Republic,Sub-Saharan Africa,1997,416,821,,,,"3,517,309"
CAN,Canada,North America,1997,"38,968","33,426",2,,,"29,987,200"
CHE,Switzerland,Europe & Central Asia,1997,"63,128","47,271",1,,,"7,088,906"
CHI,Channel Islands,Europe & Central Asia,1997,,,,,,"145,715"
CHL,Chile,Latin America & Caribbean,1997,"8,988","13,588",,,,"14,694,835"
CHN,China,East Asia & Pacific,1997,"1,444","3,016",,,,"1,230,075,000"
CIV,Côte d'Ivoire,Sub-Saharan Africa,1997,"1,383","3,049",,,,"15,445,986"
CMR,Cameroon,Sub-Saharan Africa,1997,"1,112","2,488",,,,"14,165,423"
COD,Dem. Rep. Congo,Sub-Saharan Africa,1997,356,702,,,,"43,830,146"
COG,Congo,Sub-Saharan Africa,1997,"2,368","4,487",,,,"2,962,470"
COL,Colombia,Latin America & Caribbean,1997,"5,024","8,701",67,,,"38,645,411"
COM,Comoros,Sub-Saharan Africa,1997,"1,223","2,255",,,,"501,953"
CPV,Cabo Verde,Sub-Saharan Africa,1997,"1,625","2,858",,,,"408,175"
CRI,Costa Rica,Latin America & Caribbean,1997,"5,753","9,121",6,,,"3,682,725"
CUB,Cuba,Latin America & Caribbean,1997,"3,122",,,,,"11,013,983"
CUW,Curaçao,Latin America & Caribbean,1997,,,,,,"146,956"
CYM,Cayman Islands,Latin America & Caribbean,1997,,,,,,"35,597"
CYP,Cyprus,Europe & Central Asia,1997,"23,389","25,738",,,,"891,192"
CZE,Czech Republic,Europe & Central Asia,1997,"13,979","20,010",2,,,"10,304,131"
DEU,Germany,Europe & Central Asia,1997,"35,560","34,406",2,,,"82,034,771"
DJI,Djibouti,Middle East & North Africa,1997,,,,,,"660,953"
DMA,Dominica,Latin America & Caribbean,1997,"5,153","7,602",,,,"70,753"
DNK,Denmark,Europe & Central Asia,1997,"51,686","39,181",2,,,"5,284,991"
DOM,Dominican Republic,Latin America & Caribbean,1997,"3,561","7,269",13,,,"8,163,472"
DZA,Algeria,Middle East & North Africa,1997,"3,281","9,461",,,,"29,886,839"
ECU,Ecuador,Latin America & Caribbean,1997,"3,918","7,867",,,,"11,924,993"
EGY,Egypt,Middle East & North Africa,1997,"1,731","6,556",,,,"66,151,117"
ERI,Eritrea,Sub-Saharan Africa,1997,622,"1,828",,,,"3,161,350"
ESP,Spain,Europe & Central Asia,1997,"25,008","26,448",1,,,"40,057,389"
EST,Estonia,Europe & Central Asia,1997,"8,840","13,733",13,,,"1,399,535"
ETH,Ethiopia,Sub-Saharan Africa,1997,199,626,,,,"60,976,450"
FIN,Finland,Europe & Central Asia,1997,"35,022","30,205",3,,,"5,139,835"
FJI,Fiji,East Asia & Pacific,1997,"3,131","6,303",,,,"792,860"
FRA,France,Europe & Central Asia,1997,"35,123","31,818",2,,,"59,964,851"
FRO,Faroe Islands,Europe & Central Asia,1997,,,,,,"46,251"
FSM,Micronesia,East Asia & Pacific,1997,"2,456","2,830",,,,"108,502"
GAB,Gabon,Sub-Saharan Africa,1997,"11,817","20,728",,,,"1,142,324"
GBR,United Kingdom,Europe & Central Asia,1997,"32,556","30,414",1,,,"58,316,954"
GEO,Georgia,Europe & Central Asia,1997,"1,347","3,061",6,,,"4,349,913"
GHA,Ghana,Sub-Saharan Africa,1997,920,"2,143",,,,"17,608,812"
GIB,Gibraltar,Europe & Central Asia,1997,,,,,,"30,594"
GIN,Guinea,Sub-Saharan Africa,1997,549,"1,361",,,,"8,337,988"
GMB,The Gambia,Sub-Saharan Africa,1997,498,"1,456",,,,"1,128,169"
GNB,Guinea-Bissau,Sub-Saharan Africa,1997,731,"1,876",,,,"1,179,727"
GNQ,Equatorial Guinea,Sub-Saharan Africa,1997,"3,364","6,621",,,,"544,636"
GRC,Greece,Europe & Central Asia,1997,"21,199","22,623",2,,,"10,661,259"
GRD,Grenada,Latin America & Caribbean,1997,"5,101","7,741",,,,"101,122"
GRL,Greenland,Europe & Central Asia,1997,"27,613",,,,,"56,000"
GTM,Guatemala,Latin America & Caribbean,1997,"2,420","5,751",38,,,"10,887,634"
GUM,Guam,East Asia & Pacific,1997,,,,,,"150,303"
GUY,Guyana,Latin America & Caribbean,1997,"2,364","4,540",12,,,"760,510"
HKG,"Hong Kong SAR, China",East Asia & Pacific,1997,"22,758","33,636",,,,"6,489,300"
HND,Honduras,Latin America & Caribbean,1997,"1,589","3,265",,,,"6,028,882"
HRV,Croatia,Europe & Central Asia,1997,"9,846","14,670",3,,,"4,534,920"
HTI,Haiti,Latin America & Caribbean,1997,764,"1,732",,,,"8,111,951"
HUN,Hungary,Europe & Central Asia,1997,"9,287","15,893",3,,,"10,290,486"
IDN,Indonesia,East Asia & Pacific,1997,"2,433","6,591",,,,"202,826,465"
IMN,Isle of Man,Europe & Central Asia,1997,"36,351",,,,,"70,869"
IND,India,South Asia,1997,730,"2,392",4,,,"997,405,318"
IRL,Ireland,Europe & Central Asia,1997,"33,824","30,215",1,,,"3,674,171"
IRN,Iran,Middle East & North Africa,1997,"4,623","12,698",,,,"62,710,557"
IRQ,Iraq,Middle East & North Africa,1997,"2,937","8,297",,,,"21,509,291"
ISL,Iceland,Europe & Central Asia,1997,"32,598","30,410",1,,,"271,128"
ISR,Israel,Middle East & North Africa,1997,"25,509","24,682",3,,,"5,836,000"
ITA,Italy,Europe & Central Asia,1997,"33,835","34,167",2,,,"56,890,372"
JAM,Jamaica,Latin America & Caribbean,1997,"4,794","8,185",41,,,"2,586,827"
JOR,Jordan,Middle East & North Africa,1997,"2,673","6,882",,,,"4,832,267"
JPN,Japan,East Asia & Pacific,1997,"41,862","33,624",1,,,"126,057,000"
KAZ,Kazakhstan,Europe & Central Asia,1997,"3,941","8,732",17,,,"15,333,703"
KEN,Kenya,Sub-Saharan Africa,1997,851,"2,179",,,,"28,954,114"
KGZ,Kyrgyz Republic,Europe & Central Asia,1997,612,"1,939",9,,,"4,696,400"
KHM,Cambodia,East Asia & Pacific,1997,355,"1,141",7,,,"11,295,880"
KIR,Kiribati,East Asia & Pacific,1997,"1,626","1,878",,,,"80,184"
KNA,St. Kitts and Nevis,Latin America & Caribbean,1997,"12,407","19,491",16,,,"43,846"
KOR,Korea,East Asia & Pacific,1997,"13,482","18,527",,,,"45,953,580"
KWT,Kuwait,Middle East & North Africa,1997,"40,147","78,427",,,,"1,715,314"
LAO,Lao PDR,East Asia & Pacific,1997,600,"2,219",,,,"5,056,519"
LBN,Lebanon,Middle East & North Africa,1997,"6,797","12,624",,,,"3,092,670"
LBR,Liberia,Sub-Saharan Africa,1997,,,,,,"2,358,469"
LBY,Libya,Middle East & North Africa,1997,,,,,,"5,117,269"
LCA,St. Lucia,Latin America & Caribbean,1997,"6,887","10,138",,,,"151,086"
LIE,Liechtenstein,Europe & Central Asia,1997,,,0,,,"31,838"
LKA,Sri Lanka,South Asia,1997,"1,602","4,867",,,,"18,476,505"
LSO,Lesotho,Sub-Saharan Africa,1997,849,"1,735",,,,"1,810,453"
LTU,Lithuania,Europe & Central Asia,1997,"6,152","10,816",11,,,"3,575,137"
LUX,Luxembourg,Europe & Central Asia,1997,"78,076","68,241",1,,,"419,450"
LVA,Latvia,Europe & Central Asia,1997,"5,857","9,438",11,,,"2,432,851"
MAC,"Macao SAR, China",East Asia & Pacific,1997,"24,364","45,673",,,,"401,564"
MAF,St. Martin (French part),Latin America & Caribbean,1997,,,,,,"31,304"
MAR,Morocco,Middle East & North Africa,1997,"1,853","4,213",,,,"27,825,901"
MCO,Monaco,Europe & Central Asia,1997,"128,423",,,,,"31,251"
MDA,Moldova,Europe & Central Asia,1997,"1,046","2,507",9,,,"3,654,208"
MDG,Madagascar,Sub-Saharan Africa,1997,415,"1,393",,,,"14,347,854"
MDV,Maldives,South Asia,1997,"5,171","8,744",,,,"264,275"
MEX,Mexico,Latin America & Caribbean,1997,"8,296","14,460",14,,,"97,281,739"
MHL,Marshall Islands,East Asia & Pacific,1997,"2,630","2,908",,,,"51,692"
MKD,North Macedonia,Europe & Central Asia,1997,"3,112","7,779",,,,"1,999,599"
MLI,Mali,Sub-Saharan Africa,1997,528,"1,396",,,,"10,114,094"
MLT,Malta,Middle East & North Africa,1997,"15,872","21,344",,,,"382,791"
MMR,Myanmar,East Asia & Pacific,1997,270,"1,016",,,,"44,371,525"
MNE,Montenegro,Europe & Central Asia,1997,"5,016","10,537",,,,"609,520"
MNG,Mongolia,East Asia & Pacific,1997,"1,525","4,435",,,,"2,335,695"
MNP,Northern Mariana Islands,East Asia & Pacific,1997,,,,,,"62,528"
MOZ,Mozambique,Sub-Saharan Africa,1997,226,495,,,,"16,701,351"
MRT,Mauritania,Sub-Saharan Africa,1997,991,"2,736",,,,"2,471,598"
MUS,Mauritius,Sub-Saharan Africa,1997,"4,843","9,649",2,,,"1,148,284"
MWI,Malawi,Sub-Saharan Africa,1997,388,873,,,,"10,381,862"
MYS,Malaysia,East Asia & Pacific,1997,"7,041","16,383",2,,,"21,565,325"
NAM,Namibia,Sub-Saharan Africa,1997,"3,704","6,037",19,,,"1,758,994"
NCL,New Caledonia,East Asia & Pacific,1997,,,,,,"201,418"
NER,Niger,Sub-Saharan Africa,1997,332,776,,,,"10,180,061"
NGA,Nigeria,Sub-Saharan Africa,1997,"1,376","3,051",,,,"113,522,705"
NIC,Nicaragua,Latin America & Caribbean,1997,"1,186","3,130",14,,,"4,786,640"
NLD,Netherlands,Europe & Central Asia,1997,"41,118","37,205",1,,,"15,610,650"
NOR,Norway,Europe & Central Asia,1997,"77,098","54,769",1,,,"4,405,157"
NPL,Nepal,South Asia,1997,426,"1,429",3,,,"22,389,803"
NRU,Nauru,East Asia & Pacific,1997,,,,,,"10,057"
NZL,New Zealand,East Asia & Pacific,1997,"27,180","25,911",2,,,"3,781,300"
OMN,Oman,Middle East & North Africa,1997,"17,445","41,019",,,,"2,249,773"
PAK,Pakistan,South Asia,1997,822,"3,384",7,,,"129,086,987"
PAN,Panama,Latin America & Caribbean,1997,"5,091","9,846",11,,,"2,853,941"
PER,Peru,Latin America & Caribbean,1997,"3,329","6,599",,,,"24,827,406"
PHL,Philippines,East Asia & Pacific,1997,"1,603","4,214",,,,"73,064,764"
PLW,Palau,East Asia & Pacific,1997,,,,,,"18,123"
PNG,Papua New Guinea,East Asia & Pacific,1997,"1,950","3,105",,,,"5,154,910"
POL,Poland,Europe & Central Asia,1997,"7,373","12,741",2,,,"38,649,660"
PRI,Puerto Rico,Latin America & Caribbean,1997,"21,322","27,362",19,,,"3,759,430"
PRK,Dem. People's Rep. Korea,East Asia & Pacific,1997,,,,,,"22,335,638"
PRT,Portugal,Europe & Central Asia,1997,"19,381","23,422",1,,,"10,108,977"
PRY,Paraguay,Latin America & Caribbean,1997,"3,958","8,851",,,,"4,980,344"
PSE,West Bank and Gaza,Middle East & North Africa,1997,"2,060","3,391",2,,,"2,706,518"
PYF,French Polynesia,East Asia & Pacific,1997,,,,,,"223,731"
QAT,Qatar,Middle East & North Africa,1997,,,,,,"534,608"
ROU,Romania,Europe & Central Asia,1997,"4,880","10,385",3,,,"22,553,978"
RUS,Russia,Europe & Central Asia,1997,"5,804","12,564",,,,"147,915,307"
RWA,Rwanda,Sub-Saharan Africa,1997,327,794,,,,"6,522,382"
SAU,Saudi Arabia,Middle East & North Africa,1997,"18,588","43,838",,,,"19,505,576"
SDN,Sudan,Sub-Saharan Africa,1997,954,"2,174",,,,"25,410,451"
SEN,Senegal,Sub-Saharan Africa,1997,"1,021","2,216",,,,"9,196,528"
SGP,Singapore,East Asia & Pacific,1997,"31,363","48,568",1,,,"3,796,038"
SLB,Solomon Islands,East Asia & Pacific,1997,"1,567","2,272",,,,"379,947"
SLE,Sierra Leone,Sub-Saharan Africa,1997,302,909,,,,"4,305,455"
SLV,El Salvador,Latin America & Caribbean,1997,"2,595","5,464",113,,,"5,727,755"
SMR,San Marino,Europe & Central Asia,1997,"60,837","65,353",,,,"26,508"
SOM,Somalia,Sub-Saharan Africa,1997,,,,,,"8,137,475"
SRB,Serbia,Europe & Central Asia,1997,"3,475","8,147",,,,"7,596,501"
SSD,South Sudan,Sub-Saharan Africa,1997,,,,,,"5,814,006"
STP,São Tomé and Principe,Sub-Saharan Africa,1997,,,,,,"131,107"
SUR,Suriname,Latin America & Caribbean,1997,"5,743","9,830",,,,"455,954"
SVK,Slovak Republic,Europe & Central Asia,1997,"9,811","14,869",3,,,"5,383,291"
SVN,Slovenia,Europe & Central Asia,1997,"16,422","20,094",2,,,"1,985,956"
SWE,Sweden,Europe & Central Asia,1997,"39,283","32,393",1,,,"8,846,062"
SWZ,Eswatini,Sub-Saharan Africa,1997,"2,905","5,743",,,,"1,003,995"
SXM,Sint Maarten (Dutch part),Latin America & Caribbean,1997,,,,,,
SYC,Seychelles,Sub-Saharan Africa,1997,"9,164","17,272",,,,"77,319"
SYR,Syrian Arab Republic,Middle East & North Africa,1997,,,2,,,"15,177,456"
TCA,Turks and Caicos Islands,Latin America & Caribbean,1997,,,,,,"16,528"
TCD,Chad,Sub-Saharan Africa,1997,489,"1,050",,,,"7,493,251"
TGO,Togo,Sub-Saharan Africa,1997,580,"1,351",,,,"4,534,551"
THA,Thailand,East Asia & Pacific,1997,"3,545","9,421",8,,,"60,863,506"
TJK,Tajikistan,Europe & Central Asia,1997,368,"1,049",8,,,"5,934,282"
TKM,Turkmenistan,Europe & Central Asia,1997,"1,876","4,202",8,,,"4,355,114"
TLS,Timor-Leste,East Asia & Pacific,1997,,,,,,"871,994"
TON,Tonga,East Asia & Pacific,1997,"3,012","4,230",,,,"96,725"
TTO,Trinidad and Tobago,Latin America & Caribbean,1997,"7,877","14,760",,,,"1,260,678"
TUN,Tunisia,Middle East & North Africa,1997,"2,669","6,727",,,,"9,384,152"
TUR,Turkey,Europe & Central Asia,1997,"8,187","13,776",,,,"60,372,499"
TUV,Tuvalu,East Asia & Pacific,1997,"2,777","2,745",,,,"9,277"
TZA,Tanzania,Sub-Saharan Africa,1997,486,"1,457",,,,"31,635,251"
UGA,Uganda,Sub-Saharan Africa,1997,388,987,,,,"21,865,931"
UKR,Ukraine,Europe & Central Asia,1997,"1,704","4,497",8,,,"50,594,105"
URY,Uruguay,Latin America & Caribbean,1997,"9,089","13,006",,,,"3,271,010"
